date,text,verdict
March 1 2016,"""There is not a single candidate in the Republican primary that thinks we should do anything about climate change.""",1
January 14 2016,"""The United States of America, right now, has the strongest, most durable economy in the world.""",1
January 13 2016,"""We spend more on our military than the next eight nations combined.""",1
January 13 2016,"We've ""lifted high school graduation rates to new highs.""",2
January 12 2016,"""Our businesses have created jobs every single month since (Obamacare) became law.""",0
January 12 2016,"We have cut ""our deficits by almost three-quarters.""",1
January 5 2016,"""A violent felon can buy (a gun) over the Internet with no background check, no questions asked.""",1
December 4 2015,"""You go down to Miami and when it's flooding at high tide on a sunny day, fish are swimming through the middle of the streets."" ",2
November 17 2015,"""The United States (is) the largest provider of humanitarian assistance to displaced persons and refugees.""",1
October 6 2015,"Today, the deficit is ""below the average deficits over the past 40 years.""",1
October 6 2015,"""States with the most gun laws tend to have the fewest gun deaths.""",1
July 28 2015,"""The economy, by every metric, is better than when I came into office.""",3
July 28 2015,"Since 2009, ""we've cut homelessness (among veterans) by a third.""",1
July 8 2015,"""We've cut the deficit by two-thirds.""",1
June 30 2015,"""By one leading measure, what business owners pay out in wages and salaries is now finally growing faster than what they spend on health insurance"" for the first time in 17 years.",1
June 22 2015,"""Here are the stats: Per population, we kill each other with guns at a rate 297x more than Japan, 49x more than France, 33x more than Israel.""",1
June 22 2015,"""This type of mass violence does not happen in other advanced countries. It doesn’t happen in other places with this kind of frequency.""",3
June 3 2015,"Today, ""the United States is the most respected country on Earth.""",2
April 20 2015,"Says Loretta Lynch’s nomination ""has been now sitting there longer than the previous seven attorney general nominees combined.""",1
April 9 2015,"""Iran’s defense budget is $30 billion. Our defense budget is closer to $600 billion.""",1
March 31 2015,"The Affordable Care Act is ""a major reason why we’ve seen 50,000 fewer preventable patient deaths in hospitals.""",1
February 16 2015,"""Nearly one in five women in America has been a victim of rape or attempted rape.""",1
February 3 2015,"""The reason we even have colleges is that at some point there were politicians who said, ‘You know what? We should start colleges.’ """,3
January 27 2015,"""In Iraq and Syria, American leadership, including our military power, is stopping (the Islamic State’s) advance.""",2
January 22 2015,"""The auto companies have now repaid taxpayers every dime and more of what my administration invested in.""",3
January 21 2015,"""America is No. 1 in wind power.""",1
January 21 2015,"The economy is ""creating jobs at the fastest pace since 1999.""",0
January 21 2015,"""Our unemployment rate is now lower than it was before the financial crisis.""",1
January 21 2015,"""America is No. 1 one in oil and gas.""  ",0
January 21 2015,"""Since 2010, America has put more people back to work than Europe, Japan, and all advanced economies combined.""",2
January 21 2015,"The United States is ""the only advanced country on Earth"" that doesn’t guarantee ""paid maternity leave to our workers.""",1
January 20 2015,"We've seen ""our deficits cut by two-thirds.""",1
January 20 2015,"""Today, home sales are up nearly 50 percent from where they were in the worst of the crisis.""",1
January 20 2015,"""We’ve doubled the production of clean energy.""",1
January 20 2015,"Over the past five years, the American automobile industry has ""created about 500,000 new jobs.""",0
January 20 2015,"""Factories are opening their doors at the fastest pace in almost two decades.""",1
December 21 2014,"""We're spending millions for each individual"" held at Guantanamo Bay, Cuba.",0
December 21 2014,"Since the United States began negotiations with Iran, ""that's probably the first year and a half in which Iran has not advanced its nuclear program in the last decade."" ",1
December 16 2014,A bill from U.S. Rep. Ted Yoho attempts to restrict the administration's ability to conduct national security and criminal background checks on undocumented immigrants.,2
December 9 2014,"""We are younger than our competitors, and this is entirely because of immigration.""",1
November 25 2014,"Citing his efforts to secure the border, Obama said, ""Overall, the number of people trying to cross our border illegally is the lowest it has been since the 1970s.""",2
November 21 2014,"""The actions I’m taking"" are ""the kinds of actions taken by every single Republican president and every single Democratic president for the past half-century.""",2
November 20 2014,"""My position hasn’t changed"" on using executive authority to address immigration issues.",4
November 20 2014,"Keystone XL allows ""Canada to pump their oil, send it through our land, down to the Gulf, where it will be sold everywhere else.""",3
November 19 2014,"Says Jonathan Gruber was ""some adviser who never worked on our staff.""",3
November 18 2014,"""Over the last few years, we’ve put more people back to work than all the other advanced economies combined.""",2
November 9 2014,"""We've created more jobs in the United States than every other advanced economy combined since I came into office.""",2
October 31 2014,"Wisconsin Republicans ""repealed a statewide fair pay law"" that made ""sure women are treated fairly on the job.""",1
October 29 2014,"""You cannot get (Ebola) from just riding on a plane or bus.""",1
October 9 2014,"""The states that have raised the minimum wage (this year) have had faster job growth than the states that haven’t raised the minimum wage.""",2
October 8 2014,"The cost of ""health care is now the single-biggest factor driving down"" the federal budget deficit.",1
October 6 2014,"""When I took office, the deficit was nearly 10 percent of our economy. Today, it's approaching 3 percent.""",2
September 7 2014,"Says his comment about extremists being a JV team ""wasn’t specifically referring to"" Islamic State.",4
September 5 2014,"""We cut our deficits by more than half.""",0
August 22 2014,"Congress is on ""vacation.""",3
July 23 2014,"""We've recovered (from the recession) faster and come farther than almost any other advanced country on Earth."" ",1
June 27 2014,"""In 31 states, decent child care costs more than college tuition.""",1
June 24 2014,"""The United States is the only developed country in the world without paid maternity leave.""",1
April 29 2014,"""The average minimum wage worker is 35 years old.""",3
April 23 2014,"The U.S. Justice Department has ""taken on more than 100 voting rights cases since 2009.""",2
April 14 2014,"During Lyndon B. Johnson’s first 20 years in Congress, ""he opposed every civil rights measure that came up for a vote.""",0
April 7 2014,"""More than 3 million young adults ... have gained insurance under (the Affordable Care Act) by staying on their family’s plan.""",2
March 26 2014,"""Our high school graduation rate is the highest on record.""",2
March 11 2014,"""Most young Americans right now, they’re not covered"" by health insurance.",4
March 7 2014,"""When I talk about (raising the) minimum wage ... half of Republicans agree with it.""",1
February 28 2014,"""Fewer black and Latino men participate in the labor force, compared to young white men.""",1
February 25 2014,"""We’ve got close to 7 million Americans who have access to health care for the first time because of Medicaid expansion.""",4
February 23 2014,"""Most folks’ wages haven’t gone up in over a decade."" ",1
February 4 2014,"""What is and isn't a Schedule I narcotic is a job for Congress.""",2
January 29 2014,"Women ""make 77 cents for every dollar a man earns.""",1
January 29 2014,"""For the first time in over a decade, business leaders around the world have declared that China is no longer the world’s No. 1 place to invest; America is.""",1
January 29 2014,"""Every four minutes, another American home or business goes solar.""",0
January 29 2014,"""The federal minimum wage is worth about 20 percent less than it was when Ronald Reagan"" gave his first address to a joint session of Congress.",1
January 28 2014,"""Over the past eight years, the United States has reduced our total carbon pollution more than any other nation on Earth.""",2
January 28 2014,"There is ""more oil produced at home than we buy from the rest of the world – the first time that’s happened in nearly 20 years.""",0
January 28 2014,"During the past four years, ""average wages have barely budged.""",0
January 22 2014,"""Thanks in part to our all-of-the-above strategy for American energy,"" the United States generates ""more natural gas than anybody.""",1
January 17 2014,"""For the first time in nearly two decades, we produce more oil here in the United States than we buy from the rest of the world.""",0
January 13 2014,"""Unemployment insurance kept more than 620,000 children out of poverty in 2012.""",2
December 5 2013,"""By the time she turns 3 years old, a child born into a low-income home hears 30 million fewer words than a child from a well-off family.""",0
December 4 2013,"The minimum wage ""in real terms right now is below where it was when Harry Truman was in office.""",2
November 22 2013,On changing the rules for filibusters on presidential nominees,4
November 8 2013,"""A million people … could get health insurance right away"" if Texas expanded Medicaid under Obamacare.",0
November 6 2013,"""What we said was, you can keep (your plan) if it hasn’t changed since the law passed.""",5
November 4 2013,"Due to Obamacare, Arkansas ""has covered almost 14 percent of its uninsured already.""",1
October 28 2013,"Nearly 6 in 10 uninsured Americans ""can get health insurance for what may be the equivalent of your cell phone bill.""",1
October 21 2013,"""Half of all CEOs say that the shutdown and the threat of shutdown set back their plans to hire over the next six months.""",1
October 4 2013,"""At the time that (Medicare Part D) was passed (it) was actually less popular than the Affordable Care Act, according to the polls.""",1
October 1 2013,"""In states where the federal government helps run these (health care) marketplaces, the average American will have more than 50 different plans to choose from, with different levels of coverage.""",2
September 30 2013,"""The United States Senate — Democrats and Republicans — (voted) to keep our government open.""",3
September 27 2013,"""Up to half of all Americans have a pre-existing condition.""",1
August 20 2013,"""We now sell more products made in America to the rest of the world than ever before.""",0
August 2 2013,"""This year, we're off to our best private-sector jobs growth since 1999.""",1
July 31 2013,"The minimum wage is ""lower right now than it was when Ronald Reagan took office.""",1
July 31 2013,"The ""most realistic estimates"" for jobs created by Keystone XL are ""maybe 2,000 jobs during the construction of the pipeline.""",4
July 26 2013,"""Our businesses have created nearly twice as many jobs in this recovery as they had at the same point in the last recovery, when there was no Obamacare.""",2
July 25 2013,"Says ""our deficits are falling at the fastest rate in 60 years.""",0
July 25 2013,"""The income of the top 1 percent nearly quadrupled from 1979 to 2007, but the typical family’s incomes barely budged.""",0
July 24 2013,"Says last year ""13 million (health insurance) rebates went out, in all 50 states. Another 8.5 (million) rebates are being sent out this summer, averaging around 100 bucks each.""",2
June 26 2013,"As a student at Occidental College in Los Angeles from 1979 to 1981, ""there were days where folks couldn't go outside. … because of all the pollution in the air.""",1
June 21 2013,"The Foreign Intelligence Surveillance Court ""is transparent.""",5
June 7 2013,"""My judicial nominees have waited three times longer to receive confirmation votes than those of my Republican predecessor.""",2
May 24 2013,"Says that since he took office, ""there have been no large-scale attacks on the United States.""",2
May 17 2013,"Says that according to a report, ""the tech sector now drives more than one-quarter of Austin’s economy.""",2
May 14 2013,"""Over the last several months, there was a review board headed by two distinguished Americans, Mike Mullen and Tom Pickering, who investigated every element of"" the Benghazi incident.",3
May 13 2013,"Says ""we"" have put more boots on the U.S.-Mexico border ""than at any time in our history, and illegal crossings are down by nearly 80 percent from their peak in 2000.""",2
May 2 2013,"For people with insurance, the only impact of the health care law ""is that their insurance is stronger, better and more secure than it was before. Full stop. That's it. They don't have to worry about anything else.""",2
May 1 2013,"Long-term federal investment in U.S. airports is urgent because ""there was a recent survey of the top airports … in the world, and there was not a single U.S. airport that came in the top 25.""",1
April 19 2013,"A ""wide majority of NRA households ... supported this legislation"" on gun background checks.",1
April 18 2013,"A bipartisan background check amendment ""outlawed any (gun) registry.  Plain and simple, right there in the text.""",0
April 18 2013,"""The NRA used to support expanded background checks.""",0
March 1 2013,Says a majority of Americans -- and Republicans -- support his approach for deficit reduction.,1
February 22 2013,"If the sequester hits, federal prosecutors will have to ""let criminals go.""",3
February 22 2013,"Says if Congress doesn’t avoid the sequester, ""tens of thousands of parents will have to scramble to find child care for their kids.""",2
February 21 2013,"If the sequester hits, ""hundreds of thousands of Americans will lose access to primary care and preventive care like flu vaccinations and cancer screenings.""",2
February 21 2013,"The sequester ""won’t consider whether we’re cutting some bloated program that has outlived its usefulness, or a vital service that Americans depend on every single day. It doesn’t make those distinctions.""",1
February 19 2013,"""Every dollar we invested in high-quality, early education programs can save more than $7 later on by boosting graduation rates, reducing teen pregnancy, even reducing crime.""",2
February 15 2013,"""The 12 hottest years on record have come in the last 15 years.""",0
February 14 2013,"""Already, the Affordable Care Act is helping to slow the growth of (Medicare’s) health care costs.""",2
February 14 2013,Says he and Mitt Romney agreed on tying minimum wage increases to inflation.,1
February 14 2013,"""We have doubled the distance our cars will go on a gallon of gas.""",4
February 13 2013,"""Throughout, we have kept Congress fully informed of our efforts"" to create a legal framework on counterterrorism.",4
February 13 2013,"Says ""overwhelming majorities of Americans"" support gun legislation ""like background checks.""",1
February 12 2013,"Says his administration has made ""progress"" on border enforcement by ""putting more boots on the southern border than at any time in our history and reducing illegal crossings to their lowest levels in 40 years.""",2
February 12 2013,"""After shedding jobs for more than 10 years, our manufacturers have added about 500,000 jobs over the past three.""",0
February 5 2013,"""A majority of Americans agree with"" a ban on assault weapons. ""And by the way, so did Ronald Reagan."" ",0
December 16 2012,"""If the House of Representatives fails to extend the middle-class tax cuts, 400,000 middle-class Rhode Island families will see their federal income taxes increase.""",4
October 31 2012,"Says ""Mitt Romney’s plan rolls back regulations"" on banks.",1
October 30 2012,"""There are millions of women all across the country who rely on Planned Parenthood for not just contraceptive care; they rely on it for mammograms.""",2
October 30 2012,"Says Mitt Romney’s plan makes ""catastrophic cuts to education.""",2
October 25 2012,"""We got back every dime used to rescue the banks.""",1
October 24 2012,"""The sequester is not something that I've proposed. It is something that Congress has proposed.""",3
October 24 2012,Says Mitt Romney wants to add $2 trillion to defense budget that the military hasn’t asked for.,0
October 23 2012,"Says Romney said ""we should ask Pakistan for permission"" to take a shot at Osama bin Laden.",2
October 23 2012,"Says Mitt Romney ""just gave a speech a few weeks ago"" and said ""we should still have troops in Iraq.""",1
October 23 2012,"Says Mitt Romney was clear that he ""would not provide government assistance to the U.S. auto companies, even if they went through bankruptcy.""",3
October 23 2012,"""Veterans’ unemployment is actually now lower than (the) general population. It was higher when I came into office.""",2
October 22 2012,"""A few months ago when you were asked what's the biggest geopolitical threat facing America, you said Russia.""",2
October 19 2012,"""George Bush never suggested that we eliminate funding for Planned Parenthood.""",1
October 17 2012,"Says his administration put more border patrol agents on the U.S.-Mexico border than at ""any time in history, and the flow of undocumented workers across the border is actually lower than it's been in 40 years.""",2
October 17 2012,"Says his administration has created ""5 million jobs … over the last 30 months in the private sector alone.""",2
October 17 2012,"Says Mitt Romney suggested that ""employers should be able to make the decision as to whether or not a woman gets contraception through her insurance coverage.""",0
October 17 2012,"Says Mitt Romney ""called the Arizona law a model for the nation.""",4
October 16 2012,Says Mitt Romney refused to say whether he'd sign the Lilly Ledbetter bill.,1
October 16 2012,"When Mitt Romney was governor of Massachusetts, he ""stood in front of a coal plant and pointed at it and said, ‘This plant kills.’""",0
October 15 2012,"As governor, ""Mitt Romney raised nursing home fees eight times.""",3
October 15 2012,"Says economists Harvey Rosen and Martin Feldstein have said that ""paying for (Mitt) Romney’s tax cuts would require large tax increases on families making between $100,000 and $200,000.""",3
October 11 2012,"Says his deficit plan ""made some adjustments to (Simpson-Bowles), and we're putting it forward before Congress right now, a $4 trillion plan.""",2
October 9 2012,"Says Mitt Romney plans to ""fire"" Big Bird.",5
October 9 2012,"Says Romney invested in a firm that made goods in China that ""could have been made here in America.""",3
October 8 2012,"The federal tax code has ""loopholes that are giving incentives for companies that are shipping jobs overseas.""",0
October 8 2012,"""In Romney's first budget (in Massachusetts), he cut $248.7 million from K-12 education.""",2
October 5 2012,Says 50 million people would lose their health insurance if Obamacare is repealed.,3
October 5 2012,Says Romney wants to add $2 trillion to the defense budget that the military hasn’t asked for.,0
October 4 2012,"""Under Gov. Romney's definition ... Donald Trump is a small business.""",4
October 4 2012,"Because of Obamacare, ""over the last two years, health care premiums have gone up -- it's true -- but they've gone up slower than any time in the last 50 years.""",4
October 4 2012,"Romney’s Medicare plan was estimated to ""cost the average senior about $6,000 a year.""",2
October 4 2012,"Obama says he’s ""put forward a specific $4 trillion deficit reduction plan.""",2
October 4 2012,"Says Mitt Romney's plan ""calls for a $5 trillion tax cut.""",2
October 3 2012,"Romney ""would turn Medicare into a voucher program.""",1
October 1 2012,"Chinese tire imports threatened 1,000 American jobs, so President Obama ""stood up to China and protected American workers. Mitt Romney attacked Obama's decision.""",1
September 28 2012,"""Taxes are lower on families than they've been probably in the last 50 years.""",1
September 27 2012,"""Over the last four years, the deficit has gone up, but 90 percent of that is as a consequence of"" President George W. Bush’s policies and the recession.",4
September 24 2012,"""Fast and Furious"" began under the Bush administration.",4
September 24 2012,"Says Romney tax plan ""could take away middle-class deductions for child care, mortgages and college tuition.""",3
September 20 2012,"""Even today part of Romney’s fortune is invested in China.""",1
September 19 2012,"Says Romney and Ryan ""both backed proposals that would outlaw abortions even in cases of rape or incest.""",2
September 17 2012,"Says he ""will protect your guaranteed benefits"" in Medicare while ""Mitt Romney would take away Medicare as guaranteed benefits.""",2
September 14 2012,"Says that under Mitt Romney, 89 million Americans could be denied coverage if they have a pre-existing condition.",2
September 11 2012,"""We've doubled our use of renewable energy.""",3
September 10 2012,"""After 30 years of inaction, we raised fuel standards so that by the middle of the next decade, cars and trucks will go twice as far on a gallon of gas.""",2
September 7 2012,"Mitt Romney ""said it was 'tragic' to end the war in Iraq.""",2
September 7 2012,Says Romney called Russia our No. 1 enemy.,1
September 7 2012,"""I've cut taxes for ... middle-class families, small businesses.""",1
September 7 2012,"Says his budget plan ""would cut our deficits by $4 trillion.""",2
September 6 2012,"""After a decade of decline, this country created over half a million manufacturing jobs in the last two and a half years.""",0
August 31 2012,"Says under the Romney-Ryan budget ... ""the American Opportunity Tax Credit for college tuition would be eliminated.""",1
August 28 2012,"Says Paul Ryan ""tried to change the whole game"" for Social Security",2
August 24 2012,"""His new running mate, Congressman Ryan, put forward a plan that would let Governor Romney pay less than 1 percent in taxes each year.""",1
August 23 2012,"Paul Ryan’s Medicare plan ""could raise future retirees’ costs more than $6,000.""",2
August 23 2012,"""Mitt Romney says class sizes don’t matter.""",0
August 23 2012,"Says that as Massachusetts governor, Mitt Romney ""condemned coal-fired plants, saying they kill people.""",1
August 22 2012,"""In Florida, they're already talking about how the Ryan-Romney plan will end Medicare and replace it with a voucher.""",3
August 17 2012,"Says ""Paul Ryan supports banning all abortions, even in cases of rape or incest."" ",2
August 16 2012,"Says Mitt Romney and Paul Ryan ""want to turn Medicare into a voucher system.""",1
August 14 2012,"Says Mitt Romney ""wants to end tax credits for wind producers.""",0
August 13 2012,"""We do know that Romney personally approved over $70 million in fictional losses to the IRS as part of the notorious 'Son of Boss' tax scandal, one of the largest tax avoidance schemes in history.""",2
August 9 2012,"Says Mitt Romney ""paid only 14 percent in taxes — probably less than you.""",2
August 8 2012,Says Mitt Romney opposes requiring employers to cover contraception and would eliminate funding for Planned Parenthood.,0
August 7 2012,"Says Romney would add ""trillions"" to the deficit while Obama would ""cut the deficit by $4 trillion.""",2
August 3 2012,"Mitt Romney is proposing a tax plan ""that would give millionaires another tax break and raises taxes on middle class families by up to $2,000 a year.""",1
July 25 2012,"Says Mitt Romney ""backed a bill that outlaws all abortions, even in cases of rape and incest.""",5
July 24 2012,"""Gov. Romney's plan would cut taxes for the folks at the very top.""",1
July 20 2012,"Says he could be ""the first president in modern history to be outspent.""",3
July 18 2012,"Says Mitt Romney’s carried interest income was a tax ""trick.""",3
July 17 2012,"Mitt Romney ""says the Arizona immigration law should be a model for the nation."" ",4
July 17 2012,"Says Mitt Romney had millions in the Cayman Islands, a tax haven.",0
July 16 2012,"Says Mitt Romney ""had millions in a Swiss bank account.""",0
July 13 2012,"""Mitt Romney's companies were pioneers in outsourcing U.S. jobs to low-wage countries.""",2
July 9 2012,The federal government has made investments in science and technology inventing the products that led to the creation of Google.,1
June 29 2012,"""If you're one of the more than 250 million Americans who already have health insurance, you will keep your health insurance.""",2
June 28 2012,"""Over the last few decades, the income of the top 1 percent grew by more than 275 percent -- to an average of $1.3 million a year.""",1
June 26 2012,"The DREAM Act ""was written by members of both parties. When it came up for a vote a year and a half ago, Republicans in Congress blocked it. The bill hadn’t changed. ... The only thing that had changed was politics.""",1
June 21 2012,"""Women (are) paid 77 cents on the dollar for doing the same work as men.""",3
June 18 2012,"""When Mitt Romney was governor, Massachusetts ... (had) more debt per person than any other state in the country.""",2
June 14 2012,"When Mitt Romney was governor, Massachusetts lost 40,000 manufacturing jobs, a rate twice the national average, and fell to 47th in job creation, fourth from the bottom. ",2
June 11 2012,"""Romney outsourced call center jobs to India.""  ",2
June 8 2012,"""When Mitt Romney was governor, Massachusetts lost 40,000 manufacturing jobs, a rate twice the national average.""",2
May 24 2012,"Says under Mitt Romney, ""Medicare could end as we know it, leaving Julia with nothing but a voucher to buy insurance, which means $6,350 extra per year for a similar plan.""",3
May 16 2012,"After they bought GST Steel, ""Mitt Romney and his partners loaded it with debt, closed the Kansas City plant and walked away with a healthy profit, leaving hundreds of employees out of work with their pensions in jeopardy.""",1
May 14 2012,Says Mitt Romney would deny gay people the right to adopt children.,4
May 11 2012,On support for gay marriage.,4
May 10 2012,"""The only time government employment has gone down during a recession has been under me.""",4
May 8 2012,"Says Mitt Romney ""has refused to say whether he would have vetoed or signed the Lilly Ledbetter Fair Pay Act.""",1
May 8 2012,"Mitt Romney has ""proposed cutting his own taxes while raising them on 18 million working families.""",1
May 8 2012,"Says Mitt Romney is proposing a ""tax cut that gives an average of $250,000 to every millionaire in this country.""",0
May 4 2012,"""Under the Romney/Ryan budget, interest rates on federal student loans would be allowed to double.""",4
April 30 2012,Says Mitt Romney's comments indicated he would not have pursued Osama bin Laden.,2
April 26 2012,"Under Republican economic policies, ""the typical American family saw their incomes fall by about 6 percent.""",2
April 23 2012,"In the past three years, ""we've added enough new oil and gas pipeline to circle the Earth and then some.""",0
April 18 2012,"""We've brought trade cases against China at nearly twice the rate as the last administration.""",2
April 10 2012,"""98 percent of American families"" make ""under $250,000 a year.""",0
April 9 2012," ""Under President Obama, domestic oil production is at an eight-year high.""  ",1
April 6 2012,"Under the House Republican budget, ""if these cuts were to be spread out evenly … the year after next, nearly 10 million college students would see their financial aid cut by an average of more than $1,000 each.""",2
April 5 2012,"""Republicans in Congress refuse to list a single tax loophole they are willing to close.""",0
April 4 2012,"Says Ronald Reagan ""understood repeatedly that when the deficit started to get out of control, that for him to make a deal he would have to propose both spending cuts and tax increases.""",1
April 4 2012,"If the Supreme Court throws out the federal health care law, it ""would be an unprecedented, extraordinary step of overturning a law that was passed by a strong majority of a democratically elected Congress.""",4
April 2 2012,"Last year, ""Exxon pocketed nearly $4.7 million every hour.""",0
March 27 2012,"President Barack Obama ""reduced the cost of prescription drugs for nearly 3.6 million Americans in 2011.""",0
March 21 2012,"""(GM and Chrysler) repaid their loans.""",2
March 19 2012,"Because of the new health care law, ""Americans no longer will see their coverage dropped or capped when illness strikes.""",1
March 19 2012,"By the time Obama took office, ""The Bush administration had given the car companies $13 billion and the money was now gone.""",1
March 16 2012,"Because of the new health care law, ""17 million kids can no longer be denied for a pre-existing condition.""",3
March 16 2012,"Because of the new health care law, ""2.5 million young adults now have coverage.""",1
March 2 2012,"""We supported the first new nuclear power plant in three decades.""",1
March 1 2012,"The U.S. has a ""record number of oil rigs operating right now – more working oil and gas rigs than the rest of the world combined.""",2
February 22 2012,"""For the first time since 1990, American manufacturers are creating new jobs.""",4
February 10 2012,"""Preventive care … saves money, for families, for businesses, for government, for everybody.""",4
February 7 2012,On fundraising for super PACs,4
February 1 2012,"""Today, for the first time in fifteen years, Master Lock’s unionized plant in Milwaukee is running at full capacity.""",0
January 26 2012,"""For the first time in 13 years, our dependence on foreign oil is below 50 percent.""",2
January 25 2012,"""In the last 22 months, businesses have created more than 3 million jobs. Last year, they created the most jobs since 2005.""",1
January 25 2012,"""(After the auto bailout) General Motors is back on top as the world’s No. 1 automaker.""",2
January 24 2012,"""Right now, American oil production is the highest that it’s been in eight years.""",1
January 24 2012,Says he eliminated an EPA rule that treated spilled milk like it was oil.,0
January 19 2012,"Says PolitiFact has said he ""kept a campaign promise to toughen ethics rules.""",2
January 11 2012,"""Mitt Romney, Rick Perry, and Newt Gingrich all say they would cut foreign aid to Israel — and every other country — to zero.""",5
January 6 2012,"President Barack Obama ""put in place historic fuel efficiency standards for cars and trucks to lower costs at the pump and reduce dependence on foreign oil.""",2
January 5 2012,"Says he lived up to a 2008 promise when he ""closed corporate tax loopholes that were sending profits overseas.""",2
January 4 2012,"""We don't take a dime from D.C. lobbyists or special-interest PACs -- never have and never will.""",2
December 28 2011,"""Fifty percent of Speaker Gingrich’s tax plan goes to the top 1 percent.""",1
December 8 2011,"""Some billionaires have a tax rate as low as 1 percent.""",3
December 1 2011,"For ""the average middle-class family, your taxes today are lower than when I took office.""",0
November 3 2011,"""Thirty million Americans, including a lot of people in Florida, are going to be able to get healthcare next year because of that law.""",4
November 3 2011,"""Because of Barack Obama the mission in Iraq ended.""",2
November 2 2011,"""Because of Barack Obama 32 million new people will have healthcare.""",1
November 1 2011,"""I made a bunch of these promises during the campaign. ... We've got about 60 percent done in three years.""",4
October 21 2011,"Says his proposed payroll tax cut ""will mean an extra $1,500 in your pocket compared to if we do nothing.""",0
October 7 2011,"The Arab Spring … ""drove up gas prices.""",2
September 28 2011,Says Texas wildfires are linked to climate change.,2
September 27 2011,"""A construction worker who’s making $50 or $60 grand a year shouldn’t be paying higher tax rates than the guy who’s making $50 million a year. And that’s how it’s working right now.""",2
September 6 2011,"A bipartisan payroll tax cut championed by the White House has meant that ""the average family has an extra $1,000 in their pocket"" this year.",1
September 5 2011,"The United States ""won every major battle"" of the Vietnam War. ""Every single one.""",2
August 2 2011,"The debt ceiling deal will result in ""the lowest level of annual domestic spending since Dwight Eisenhower was president.""",2
July 27 2011,"""The deficit was on track to top $1 trillion the year I took office.""",0
July 26 2011,"""President Reagan did it (raised the debt ceiling) 18 times.  George W. Bush did it seven times.""",0
July 22 2011,"Says Ronald Reagan ""repeatedly talked about how irresponsible it would be to allow the full faith and credit of the United States to be impaired in any kind of way.""",1
July 21 2011,Said his mother had to fight with health insurance companies for treatment because of a pre-existing condition.,3
July 15 2011,"""The clear majority of Republican voters think that any deficit reduction package should have a balanced approach and should include some revenues.""",3
July 15 2011,"""Eighty percent of the American people support an approach (to federal budget problems) that includes revenues and includes cuts.""",1
July 13 2011,Social Security and other federal checks may not go out on Aug. 3 if the debt ceiling is not increased.,2
July 12 2011,"""As we've seen that federal support for states diminish, you've seen the biggest job losses in the public sector -- teachers, police officers, firefighters losing their jobs.""",1
July 7 2011,"Says that when President Bill Clinton raised the top tax rates to levels now proposed by Obama, the country experienced significant job growth.",2
July 7 2011,"""Young veterans have a higher unemployment rate than people who didn’t serve.""",0
July 7 2011,"""We have provided at least 16 tax cuts to small businesses.""",1
July 4 2011,"""You see a whole bunch of Korean cars here in the United States, and you don't see any American cars in Korea.""",1
June 29 2011,"""What I have done -- and this is unprecedented ... is I've said to each agency ... 'look at regulations that are already on the books and if they don't make sense, let's get rid of them.'"" ",5
June 29 2011,"""If you're a … wealthy CEO or a … hedge fund manager in America right now, your taxes are … lower than they've been since the 1950s.""",1
