date,text,verdict
October 2 2012,"Says President Barack Obama ""already passed all these Obamacare taxes. About a dozen of them hit middle-income taxpayers.""",3
September 19 2012,"Based on the August 2012 national jobs numbers, ""for every person who got a job, nearly four people stopped looking for a job.""",1
September 11 2012,"Says he and Mitt Romney ""always said that we agree with the 2014 deadline"" for leaving Afghanistan.",1
August 29 2012,"In Massachusetts under Mitt Romney, ""unemployment went down, household incomes went up,"" and the state ""saw its credit rating upgraded.""",2
August 29 2012,Says President Barack Obama broke his promise to keep a Wisconsin GM plant from closing.,4
August 29 2012,"President Obama ""funneled"" $716 billion out of Medicare ""at the expense of the elderly.""",3
August 29 2012,"Wealthy taxpayers, not middle-income earners, get ""most of the deductions"" in the tax code.",1
August 28 2012,"""Household income in America has gone down for families an average of $4,000 in the last four years"" while it "" went up $5,000"" under Mitt Romney when he was governor of Massachusetts ",4
August 24 2012,"The Romney-Ryan plan for Medicare ""does not affect"" benefits for anyone 55 or older.",2
August 23 2012,"Says Obama puts ""15 unelected, unaccountable bureaucrats in charge of Medicare, who are required to cut Medicare ... that will lead to denied care for current seniors.""",3
August 20 2012,"Says under Wisconsin law, he cannot remove his name from the ballot for re-election to Congress.",0
July 17 2012,"Says if labor force participation rate were the same as when Barack Obama became president, unemployment would be 11 percent.",0
June 22 2012,Says a national Coca-Cola study showed Texans love Texas more than residents of any other state love their state; Wisconsinites ranked second.,3
April 10 2012,"President Barack Obama ""has doubled the size of government since he took office.""",5
February 2 2012,"Says U.S. Senate Democrats ""have gone without any budget at all"" for more than 1,000 days.",1
October 20 2011,"Even a 100 percent tax on millionaires would only fund four months of government operations, failing to seriously address budget deficits and debt.",2
July 15 2011,"Says the U.S. borrows ""42 cents of every dollar Washington spends today and about half of that comes from countries like China.""",2
May 18 2011,"On taxes, President Barack Obama wants to raise ""the top rate to 44.8 percent.""",1
March 21 2011,"""The Congressional Budget Office has this economic model where they measure the economy going forward, and they are now telling us that the entire economy crashes in the year 2037 because their computer simulation can't conceive of any way in which the U.S. economy can continue.""",2
February 18 2011,"Wisconsin Gov. Scott Walker’s move to limit collective bargaining rights has led to ""riots"" at the Capitol -- ""It's like Cairo has moved to Madison these days.""",5
January 27 2011,"""Since taking office, President Obama has signed into law spending increases of nearly 25 percent for domestic government agencies, an 84 percent increase when you include the failed stimulus.""",2
January 27 2011,"The health care law ""is accelerating our country toward bankruptcy.""",3
January 25 2011,"""The debt will soon eclipse our entire economy.""",0
November 7 2010,"""Discretionary spending went up 84 percent in the last two years""",3
April 21 2010,"In 2004, ""20 percent of U.S. households were getting about 75 percent of their income from the federal government. ... Another 20 percent were receiving almost 40 percent.""",3
