date,text,verdict
April 28 2011,"""We have created more jobs in this last year than the Bush administration (did) in eight years.""",1
February 11 2011,"""If you shut down Amtrak's Northeast Corridor, it's estimated you'd have to add seven new lanes to I-95 to accommodate the increased traffic.""",3
July 21 2010,"""I never called for a partition"" of Iraq.",0
July 20 2010,"""The health care numbers are going up.""",3
July 20 2010,"""We're not engaged in nation-building"" in Afghanistan.",2
July 15 2010,"""We went from losing 3 million jobs in the last six months of the Bush Administration,"" adding almost 600,000 private sector jobs in the first six months of the year.",1
February 17 2010,"""In the three months before the act took effect, America lost 750,000 jobs a month. In the last three months, we've lost about 35,000 jobs a month.""",1
February 16 2010,"""There have been three people tried and convicted by the last administration in military courts. Two are walking the street right now.""",0
February 16 2010,"Among the money spent on health care in the United States, ""46 cents on every dollar spent is through Medicare and Medicaid.""",2
January 22 2010,"""As long as I have served . . . This is the first time every single solitary decision has required 60 senators.""",4
July 15 2009,"""Across the country, $174 billion of the Recovery Act have been committed in its first 130 days.""",1
May 4 2009,"""When one person sneezes, it goes all the way through the aircraft.""",5
March 6 2009,"""The average CEO makes $10,000 more every day ... than what the average worker makes every year.""",2
October 27 2008,"""One percent of the American people make over 21 percent of all the income in America. That wasn’t the way before George Bush became president.""",2
October 6 2008,"""John McCain voted against funding the troops because of . . . a timeline in it to draw down American troops.""",0
October 2 2008,"""John McCain said...in December he was surprised there was a subprime mortgage problem.""",1
October 2 2008,"Sen. McCain's tax plan provides ""virtually nothing to the middle class.""",3
October 2 2008,"John McCain said ""he wouldn't even sit down with the government of Spain, a NATO ally that has troops in Afghanistan with us now.""",3
September 15 2008,"""When George Bush said we shouldn't investigate why the government's response to Hurricane Katrina was so incompetent, John McCain stood with him.""",2
September 8 2008,"John McCain's tax plan will give no reduction ""for 100-million American families.""",2
September 8 2008,McCain supports tax breaks for companies that ship jobs overseas.,3
August 28 2008,McCain voted 19 times against a minimum-wage increase.,0
August 28 2008,"Three years ago, John McCain said, ""Afghanistan — we don't read about it anymore in papers because it succeeded.""",0
August 27 2008,"""There's only four senators senior to me ... there's still 44 older than me.""",1
August 27 2008,"(McCain) says ""we can't have ... timelines to draw down our troops from Iraq.""",2
August 24 2008,On whether he wants to be vice president.,4
August 23 2008,"Says McCain ""supported George Bush's policies 95 percent of the time.""",2
August 23 2008,"Says McCain once said that on ""the most important issues of our day, I've been totally in agreement and support of President Bush.""",0
July 3 2008,John McCain has changed position on invading Iraq. ,3
January 7 2008,"""Barack Obama hasn't passed any (bills).""",4
January 7 2008,"""John doesn't have a record in the Senate. John's only passed four bills. They're all about post offices."" ",4
January 7 2008,"""There's not a major bill I know with Hillary's name on it.""",1
December 31 2007,"Biden was responsible for ""ending genocide in Bosnia.""",3
December 12 2007,"""When Pakistan erupted in crisis, I spoke to Musharraf before Bush did.""",0
November 6 2007,"Rudy Giuliani is ""probably the most underqualified man since George Bush to seek the presidency."" ",5
November 2 2007,"""Here's a man who brags about how he made the city safe. It was the Biden crime bill that became the Clinton crime bill that allowed him to do that.""",3
November 2 2007,"""In the 1990s, the Biden Crime Bill added 100,000 cops to America's streets. As a result, murder and violent crime rates went down eight years in a row.""",4
October 17 2007,"""First, he said he would take all of our troops out in six months, and now he acknowledges it would take a year.""",2
October 17 2007,"""First, he said he would leave residual forces in Iraq, and now he says he wouldn't.""",0
October 17 2007,"""First, he was in favor of my plan, now he's attacking it.""",1
October 15 2007,"""With one stroke of his pen, President Bush has denied health insurance to 3.8 million kids who were due to get it under this bipartisan expansion of the Children's Health Insurance Program.""",0
September 27 2007,"""There are 300,000 babies born deformed every year in this country because of women who are alcoholics while they're carrying those children to term.""",4
September 9 2007,"""Joe Biden is the only candidate with a plan to get us out of Iraq and keep us out.""",2
August 27 2007,"""You know we can't just pull out now... The truth of the matter is: If we started today, it would take one year, one year to get 160,000 troops physically out of Iraq, logistically.""",0
August 24 2007,"""The president is brain-dead.""",5
August 20 2007,"""Roadside bombs are responsible for 70 percent of casualties in Iraq and these new mine-resistant vehicles can reduce those casualties by two-thirds.""",1
