date,text,verdict
February 29 2016,"""We work longer hours than any people in the industrialized world, including the Japanese.""",3
February 28 2016,"Says he supported the 1994 crime bill because ""there is a ban on assault weapons in that bill.""",2
February 17 2016,"""The richest 80 people in the world own more wealth than the bottom half of the global population.""",1
February 12 2016,"The United States has ""the highest rate of childhood poverty of almost any major country on Earth."" ",2
February 11 2016,"""The African-American community lost half of their wealth as a result of the Wall Street collapse.""",0
February 11 2016,"""In America, we pay, by far, the highest prices in the world for prescription drugs.""",1
February 9 2016,"""Not one Republican has the guts to recognize that climate change is real.""",4
February 9 2016,"""Making public colleges and universities tuition-free, that exists in countries all over the world, used to exist in the United States.""  ",1
February 7 2016,"""Tell me what Madeleine Albright’s position was on the War on Iraq. I wouldn’t be surprised if she supported it."" ",3
February 5 2016,"Says Goldman Sachs CEO said Congress would ""have to cut Social Security, Medicare and Medicaid and give huge tax breaks to the wealthy and the large corporations.""",2
February 4 2016,"Says a Sanders campaign ad ""never said ... a newspaper endorsed us that did not.""",4
February 4 2016,"Americans ""are working longer hours for low wages . . . and yet almost all new income and wealth is going to the top 1 percent.""",2
February 4 2016,Says he was endorsed by the Valley News newspaper.,4
February 3 2016,"""While our people work longer hours for lower wages, almost all new income goes to the top 1 percent.""",2
January 26 2016,Says his views on reparations for slavery are the same as Barack Obama's and Hillary Clinton's. ,1
January 26 2016,"""Almost all of the polls that have come out suggest that I am a much stronger candidate against the Republicans than is Hillary Clinton.""",4
January 24 2016,"Says Donald Trump ""thinks that climate change is a hoax, invented by the Chinese.""",1
January 20 2016,"""I have a D-minus voting record from the NRA.""",1
January 18 2016,"""Very little of (the defense) budget — less than 10 percent — actually goes into fighting ISIS and international terrorism.""",3
January 18 2016,"""I helped write"" the Affordable Care Act.",3
January 17 2016,"Says Hillary Clinton called Barack Obama ""naive"" for saying he was would ""sit down and talk to the Iranians"" during the 2008 Democratic primary. ",2
December 22 2015,"""We didn't go out and take"" information from the Hillary Clinton campaign.",3
December 20 2015,"The United States spends ""almost three times per capita what they spend in the U.K."" on health care and ""50 percent more than they pay in France.""",0
November 24 2015,"""Instead of fighting ISIS, (the Saudis) have focused more on a campaign to oust Iran-backed Houthi rebels in Yemen.""",0
November 23 2015,"""It costs a hell of a lot more money to put somebody in jail than send them to the University of Virginia.""",2
November 16 2015,"Climate change is ""directly related"" to the growth of terrorism.",3
November 15 2015,"Out of the total U.S. military budget, ""significantly less than 10 percent of that money is used to fight international terrorism."" ",3
November 15 2015,"The United States is ""the only major country on earth that doesn't guarantee health care to all people as a right, not a privilege.""",2
November 15 2015,Says income tax rates under Eisenhower were as high as 90 percent.,0
November 14 2015,"500,000 U.S. troops came home from Iraq and Afghanistan ""with PTSD and traumatic brain injury.""",1
November 12 2015,"""Over half of the black workers in this country earn less"" than $15 an hour.",1
November 6 2015,"The Koch Brothers are ""spending more money than either the Democratic or Republican parties"" in the 2016 elections.",4
October 14 2015,"""We are imprisoning or giving jail sentences to young people who are smoking marijuana.""",3
October 14 2015,"""Every other major country"" has family paid leave.",1
October 13 2015,"""Today in America, we have more people in jail than any other country on Earth.""",1
October 13 2015,"""African-American youth unemployment is 51 percent. Hispanic youth unemployment is 36 percent.""",2
September 30 2015,"""Unlike virtually every other campaign, we don't have a super PAC.""",1
September 29 2015,"The largest low-wage employer ""is not McDonalds or Walmart but the U.S. government."" ",3
September 21 2015,"""The top 1/10th of 1 percent today in America owns almost as much wealth as the bottom 90 percent.""",1
August 30 2015,"""Saudi Arabia has the third-largest military budget in the entire world.""",0
August 30 2015,"""African Americans are twice as likely to be arrested and almost four times as likely to experience the use of force during encounters with the police."" ",1
August 16 2015,"""We spend almost twice as much per capita on health care as do the people of any other country.""",4
July 29 2015,"""The top one-tenth of 1 percent"" of Americans ""own almost as much wealth as the bottom 90 percent.""",1
July 13 2015,"For African-Americans between the ages of 17 and 20, ""the real unemployment rate … is 51 percent.""",1
July 8 2015,"""We have the highest rate of childhood poverty of any major country on Earth.""",3
June 29 2015,"""We are the only major country on Earth that doesn't guarantee health care to all people as a right.""",2
June 18 2015,"""The gap between the very rich and everyone else in America is wider today than at any time since the 1920s.""",1
June 15 2015,"""A black male baby born today, if we do not change the system, stands a one-in-three chance (of) ending up in jail.""",1
April 19 2015," ""99 percent of all new income today (is) going to the top 1 percent.""",1
April 9 2015,"""Half of all Americans have less than $10,000 in their savings account.""",1
April 2 2015,"""In this last election in November, ... 63 percent of the American people chose not to vote, ... 80 percent of young people, (and) 75 percent of low-income workers chose not to vote.""",2
March 27 2015,"""From 2013-2015, the richest 14 Americans increased their net wealth by more than $157 billion, yet the Republican budget would not require these Americans to contribute one penny to deficit reduction.""",2
December 5 2014,"""In 1990, the U.S. led the world in the percentage of 25-34 year olds with college degrees. Today we are in 12th place.""",1
August 28 2014,"""In 1952, the corporate income tax accounted for 33 percent of all federal tax revenue. Today, despite record-breaking profits, corporate taxes bring in less than 9 percent.""",1
October 2 2013,"""(Texas Republicans) believe in abolishing Social Security, abolishing V.A. health care.""",4
September 26 2013,"""One out of four corporations doesn't pay a nickel in (federal income) taxes.""",2
June 6 2013,"""Nearly 6 out of 10 believe that money and wealth should be more evenly distributed among a larger percentage of the people in the U.S.""",0
January 23 2013,"""Poverty levels (are) at an all-time high.""",3
July 31 2012,"""Today the Walton family of Walmart own more wealth than the bottom 40 percent of America.""",0
October 6 2011,"""Today, you have six financial institutions, the largest six, that have assets that are the equivalent of 60 percent of the GDP of the United States of America.""",0
July 20 2011,"""Since 2000, nearly 12 million Americans have slipped out of the middle class and into poverty.""",2
March 14 2011,"""We now work the longest hours of any people around the world.""",4
December 14 2010,"Under the compromise tax agreement, ""99.7% of American families will not pay 1 nickel in an estate tax.""",0
December 10 2010,"""Last year, ExxonMobil made $19 billion in profit. Guess what. They paid zero in taxes. They got a $156 million refund from the IRS.""",4
December 10 2010,"In 2007, ""the top 1 percent of all income earners in the United States made 23.5 percent of all income,"" which is ""more than the entire bottom 50 percent.""",0
August 20 2009,"""We spend twice as much per capita on health care as any other nation on Earth.""",4
